disease_area_ratio,spot_count,largest_spot_ratio,hsv_ch0_mean,hsv_ch0_std,hsv_ch0_skew,hsv_ch1_mean,hsv_ch1_std,hsv_ch1_skew,hsv_ch2_mean,hsv_ch2_std,hsv_ch2_skew,lab_ch0_mean,lab_ch0_std,lab_ch0_skew,lab_ch1_mean,lab_ch1_std,lab_ch1_skew,lab_ch2_mean,lab_ch2_std,lab_ch2_skew,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_bin_00,lbp_bin_01,lbp_bin_02,lbp_bin_03,lbp_bin_04,lbp_bin_05,lbp_bin_06,lbp_bin_07,lbp_bin_08,lbp_bin_09,lbp_bin_10,lbp_bin_11,lbp_bin_12,lbp_bin_13,lbp_bin_14,lbp_bin_15,path,label,folder_class,split
0.8379347436357117,6,0.8198503047687343,53.51371383666992,23.90587043762207,3.005603313446045,67.01080322265625,36.45134353637695,0.9962263107299805,117.69926452636719,32.723968505859375,-0.726319432258606,119.97126770019531,34.26812744140625,-0.808198869228363,117.67124938964844,5.308498382568359,1.3286391496658325,140.1276397705078,6.783818244934082,0.19263483583927155,0.3673919970865389,0.29667228114899624,0.861918256172137,0.2885565335029683,0.9569363292129276,0.004912108049409529,0.005330641147459391,0.0002601692231120764,0.007974752273652776,8.200986380706755e-05,1.9795484367223203e-05,0.00027148092846477533,0.005551219401837021,0.0055908103705714675,0.0009643228813175875,0.00015836387493778562,0.00071546536355821,0.009829871951495407,0.00028562056015564907,0.0082632007601466,0.012290167865707434,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\00130039-8425-42e9-9dd9-15aead7271ff___Rut._Bact.S 3421.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
0.9898278302663199,1,0.9907495802745498,98.96392059326172,68.87847900390625,0.12883305549621582,68.10122680664062,43.15940475463867,0.9070350527763367,107.43220520019531,27.3452091217041,-0.9238837361335754,105.91654968261719,27.36597442626953,-0.9081496596336365,124.88504791259766,10.871232986450195,-0.3674057126045227,137.78750610351562,9.904374122619629,0.485605925321579,0.20726554491586865,0.17868006767174205,0.9150466840568598,0.39968462822031675,0.9612366491050857,0.0035985038239321377,0.0037279163744447785,0.00017742043215442674,0.007380689977624153,4.174598403633571e-05,1.8785692816351066e-05,0.0001544601409344421,0.009121497511939351,0.007956784557325585,0.0011918478442373844,0.00023377751060347994,0.001398490465217246,0.006366262565541195,0.0002859599906488996,0.005124319540460207,0.015721537588084027,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\00359c66-5d75-40ce-a5b7-6ef05959d2d2___Rut._Bact.S 1381.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
0.9886221637619205,1,0.9710950345281157,32.40920639038086,8.81826400756836,6.138211250305176,136.3000946044922,48.180965423583984,0.2512228488922119,120.86662292480469,33.002296447753906,-0.6012913584709167,121.27892303466797,34.41330337524414,-0.6677070260047913,117.66307067871094,6.471372127532959,0.7225236892700195,159.09576416015625,10.325427055358887,-0.6738130450248718,0.3479573623367308,0.29571121157022034,0.8603249537091098,0.28558587392760193,0.9574436886693681,0.005270984798413748,0.005539491077329808,0.00017349636483807005,0.007766027759418374,7.848645076007931e-05,2.0654329147389292e-05,0.0002726371447455387,0.004890945142101784,0.006493721083939193,0.001078155981493721,0.00015697290152015862,0.0007518175809649703,0.010831130204890946,0.00033460013218770653,0.00912508261731659,0.009715796430931923,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\004118fe-b351-4cad-83ca-280c77f82eaa___Rutg._Bact.S 1818.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
0.9991633986928105,1,0.9790849673202614,45.24397277832031,53.45228958129883,1.9816747903823853,148.58619689941406,72.33909606933594,-0.7078511118888855,136.7033233642578,38.896732330322266,-0.15861846506595612,125.86786651611328,32.80008316040039,-0.15341132879257202,127.6321029663086,10.11475944519043,0.007407968398183584,164.25694274902344,21.856142044067383,-0.5907118320465088,0.2447532012114128,0.21789490462780936,0.8952997980978694,0.32953566077510626,0.9668543435220219,0.0062559423198816815,0.005635300021128249,0.00022118635115148954,0.0068600781745193325,8.913479822522713e-05,2.310902176209592e-05,0.00019807732938939362,0.005684819353475597,0.007256232833298119,0.0011587523769279527,0.00020137861821255018,0.0010993291781111346,0.00577725544052398,0.0003994559476019438,0.006955815550390872,0.01468413268540038,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\005b14ab-17f0-40c3-af15-87abf7d4ac23___Rutg._Bact.S 2083.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
0.9936572941117715,2,0.9240123857563801,50.25670623779297,44.40791702270508,2.1899986267089844,139.07406616210938,61.26720428466797,-0.501261293888092,99.72032165527344,35.20624923706055,1.0842198133468628,95.48059844970703,29.634368896484375,0.35070157051086426,118.8622055053711,11.947839736938477,0.5939035415649414,153.26535034179688,14.931425094604492,0.23843687772750854,0.25121417855417394,0.22624405624634475,0.8909411261135268,0.3581329231382375,0.9592771551729964,0.008727107153698269,0.005824395426489932,0.0001043458464029141,0.004417307497723363,8.537387432965698e-05,3.794394414651422e-05,0.0002150156834969139,0.005185672366690276,0.005802261459071132,0.0010086765152281696,0.00020552969746028533,0.0010150005059192553,0.0048125569159162196,0.0003130375392087423,0.006690782151168673,0.01805499342304968,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\0090cfcf-caf7-424d-b19c-533e09c6d24c___Rutg._Bact.S 2388.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
1.0,1,0.9911156568999058,89.38196563720703,43.471160888671875,-0.7357985973358154,75.79778289794922,58.8420524597168,1.2597297430038452,136.02256774902344,23.6993350982666,-0.5092276930809021,126.64927673339844,20.443111419677734,-1.3978697061538696,129.3167724609375,7.524797439575195,-1.2678751945495605,132.5452117919922,23.465608596801758,1.056313395500183,0.09953159228338668,0.09094075248084474,0.9558907654360869,0.48489951873256415,0.9681550026590646,0.002473732530857901,0.003264306844843415,0.00015811486279710294,0.006295266755074977,4.845455472814444e-05,2.80526369478731e-05,0.00013516270529429766,0.0065018361726002245,0.004720493726410283,0.0011335815566663266,0.00021932061613791695,0.0019777109048250536,0.005643680505967561,0.00033790676323574415,0.005285371824951545,0.024277007038661633,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\00ddc106-692e-4c67-b2e8-569c924caf49___Rutg._Bact.S 1228.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
0.9910714285714286,1,0.9910913584183674,92.50819396972656,71.2030258178711,0.22300992906093597,73.80811309814453,50.88983917236328,0.888511598110199,108.15879821777344,25.757234573364258,-0.2750513255596161,106.18002319335938,25.72075080871582,-0.16345591843128204,124.62476348876953,11.771400451660156,-0.4214152991771698,138.78665161132812,11.053889274597168,0.5293782949447632,0.15066562333844968,0.14486712613236225,0.9285265831335293,0.3816002937786635,0.9703332954556532,0.005042204366528691,0.004163369450531613,0.00022065984903822742,0.00450957714471228,4.8190081973865756e-05,2.4095040986932878e-05,0.00018261504747991235,0.005992056245434624,0.006636281551822092,0.0010538410031653274,0.00016612896680464248,0.0011540256472688905,0.00663881787192598,0.0002561683304926548,0.007218367015664313,0.019193602386169954,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\00e6ad4a-5a62-48d7-ac68-9c0b8ec87f5f___Rut._Bact.S 1472.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
0.9875684075400311,2,0.937605567191406,36.26565933227539,30.528377532958984,3.8065264225006104,152.63697814941406,59.800437927246094,-0.6724548935890198,113.7374496459961,38.548133850097656,-0.43717387318611145,112.88331604003906,40.97203063964844,-0.49786245822906494,117.80812072753906,9.799120903015137,0.4188167452812195,160.46658325195312,16.519487380981445,-0.5908441543579102,0.35635863018413355,0.284081913612115,0.8690707279297883,0.27713930592128366,0.9670089010103584,0.0031688701103993458,0.004791638271773205,0.00017462859479351234,0.009097723865340057,6.814774430966335e-05,4.685157421289355e-05,0.000208702466948344,0.0075260665121984465,0.007704954341011313,0.0008177729317159602,0.00014907319067738857,0.0008262913997546681,0.010200865476352733,0.0002725909772386534,0.0065847757939212215,0.010861046749352597,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\00ec2d81-1ac8-464f-af9f-40e8c28d67eb___Rutg._Bact.S 2002.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
0.9454147276211333,1,0.9377771694497673,30.576129913330078,22.042680740356445,5.196671009063721,156.80307006835938,52.728355407714844,-1.1409482955932617,133.75833129882812,37.442535400390625,-0.5391790270805359,129.4200897216797,35.24801254272461,-0.7978108525276184,120.72335052490234,8.150430679321289,-0.10523077100515366,166.8076171875,17.75782585144043,-0.6869816184043884,0.39152779509343527,0.31985482552743494,0.8512901319222228,0.29505992290369354,0.9543970707916066,0.006142211880646045,0.005331234601697235,0.00024979468929646866,0.00563235696687654,0.00011292088694223925,2.3952915411990144e-05,0.00022241992882562276,0.006720503695592663,0.007907883931015604,0.0008041335888310978,0.0001574048727073638,0.0006125102655351766,0.005639200656994251,0.0002258417738844785,0.0070695318915959485,0.015648097454147275,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\00f87dfc-bf6c-481e-9022-bfb98224d4b7___Rutg._Bact.S 1965.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
0.9575319730547691,5,1.0091525920140585,121.90603637695312,62.036712646484375,-0.556445837020874,56.238407135009766,43.075191497802734,1.6049121618270874,116.36876678466797,35.35871505737305,-0.8765803575515747,113.61083221435547,35.39910125732422,-0.9019339680671692,128.0513458251953,10.765299797058105,-0.9046726822853088,132.95298767089844,8.229586601257324,1.1139780282974243,0.23067303108535625,0.1906168161809773,0.9106544166052719,0.3443758062688262,0.975752506214162,0.0037713113941616693,0.00439237745948357,0.0002447093224959112,0.009061988898250483,5.730534767309313e-05,1.2390345442830946e-05,0.00021373345888883383,0.00591793874213213,0.006120830648758488,0.0012003147147742479,0.00022612380433166478,0.0013350597214650344,0.00786786935619765,0.00033763691331714326,0.006969569311592407,0.014770840561034842,c:\Users\apple\Downloads\Sean\Semester 4\Computer Vision\Project\archive\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\010eb44a-62fc-48fe-8386-5aee3589d103___Rut._Bact.S 1097.JPG,Peach - Bacterial spot,Peach___Bacterial_spot,train
